,dialogue_indexes,dialogue_sentences,dialogue,dialogue_id,dialogue_paths,snippet_indexes,snippet_sentences,snippet,snippet_paths,fallacy
957,"[620, 621, 622]","[""We've piled up over a trillion dollars in debt and the next president of the United States is going to have to make some choices."", 'Mr. Bush wants to spend billions on Star Wars.', ""He apparently wants to spend billions on the MX on railroad cars, a weapons system we don't need and can't afford.""]","We've piled up over a trillion dollars in debt and the next president of the United States is going to have to make some choices. Mr. Bush wants to spend billions on Star Wars. He apparently wants to spend billions on the MX on railroad cars, a weapons system we don't need and can't afford.",13_1988,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/620.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/621.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/622.wav')]","[623, 624]","['I thought the administration was opposed to the Midgetman.', 'I thought the administration was at the negotiating table in Geneva suggesting that we ban mobile missile systems entirely.']",I thought the administration was opposed to the Midgetman. I thought the administration was at the negotiating table in Geneva suggesting that we ban mobile missile systems entirely.,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/623.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/624.wav')]",1
958,"[657, 658, 659]","['It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today.', 'And you were right then, George, when you said it was no time for partisan demagoguery.', 'Nobody is suggesting that we unilaterally disarm or somehow reduce our strength, of course not.']","It was a very different George Bush who was talking much more sympathetically about the freeze in the spring of 1982 than he is today. And you were right then, George, when you said it was no time for partisan demagoguery. Nobody is suggesting that we unilaterally disarm or somehow reduce our strength, of course not.",13_1988,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/657.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/658.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/659.wav')]","[660, 661, 662]","[""What we're talking about is a combination of a strong and effective and credible nuclear deterrent."", 'Strong, well-equipped, well-trained, well-maintained conventional forces.', 'And at the same time a willingness to move forward steadily, thoughtfully cautiously.']","What we're talking about is a combination of a strong and effective and credible nuclear deterrent. Strong, well-equipped, well-trained, well-maintained conventional forces. And at the same time a willingness to move forward steadily, thoughtfully cautiously.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/660.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/661.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/662.wav')]",0
959,"[667, 668, 669]","['Mr. Bush and Mr. Quayle do not.', 'And we want to pursue that plan in a way which will bring down the level of nuclear armament, will build a more stable and more peaceful world while making choices here at home.', ""Let's not forget that our national security and our economic security go hand in hand.""]","Mr. Bush and Mr. Quayle do not. And we want to pursue that plan in a way which will bring down the level of nuclear armament, will build a more stable and more peaceful world while making choices here at home. Let's not forget that our national security and our economic security go hand in hand.",13_1988,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/667.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/668.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/669.wav')]",[670],"[""We cannot be strong militarily when we're teeter-tottering on top of a mountain of debt which has been created in the past eight years.""]",We cannot be strong militarily when we're teeter-tottering on top of a mountain of debt which has been created in the past eight years.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/670.wav')],0
960,"[690, 691, 692]","['You have to make choices.', ""We're not making those choices."", 'And to spend billions and billions of dollars as Mr. Bush apparently wants to, although, he, himself has been all over the lot on this issue lately-on Star Wars-in my judgment makes no sense at all.']","You have to make choices. We're not making those choices. And to spend billions and billions of dollars as Mr. Bush apparently wants to, although, he, himself has been all over the lot on this issue lately-on Star Wars-in my judgment makes no sense at all.",13_1988,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/690.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/691.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/692.wav')]",[693],"['We need a strong, credible, effective nuclear deterrent.']","We need a strong, credible, effective nuclear deterrent.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/693.wav')],0
961,"[684, 685, 686]","[""We know where you're cutting right now."", ""You're cutting into the fiber and muscle of our conventional forces."", ""You're cutting back on maintenance and equipment.""]",We know where you're cutting right now. You're cutting into the fiber and muscle of our conventional forces. You're cutting back on maintenance and equipment.,13_1988,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/684.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/685.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/686.wav')]","[687, 688]","[""An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel."", 'Coast Guard cutters tied up at the dock this summer, not patrolling.']","An Air Force General not too long ago in Europe who said that pretty soon we'd have airplanes without engines, tank commanders who can't drive their tanks more than three-quarters of a mile, because they don't have enough fuel. Coast Guard cutters tied up at the dock this summer, not patrolling.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/687.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/688.wav')]",1
962,"[703, 704, 705]","['Those are two hypo-rhetorical questions.', 'He is the man on conventional forces that wants to eliminate two carrier battle groups.', 'The armed forces, the conventional forces of the United States have never been more ready.']","Those are two hypo-rhetorical questions. He is the man on conventional forces that wants to eliminate two carrier battle groups. The armed forces, the conventional forces of the United States have never been more ready.",13_1988,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/703.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/704.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/705.wav')]",[706],['Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.'],Every single one of the Joint Chiefs will testify to the fact that readiness is in an historic high.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/13_1988/706.wav')],1
963,"[28, 29, 30]","[""Today is my granddaughter's second birthday, so I think about this a lot."", 'First, we have to build an economy that works for everyone, not just those at the top.', 'That means we need new jobs, good jobs, with rising incomes.']","Today is my granddaughter's second birthday, so I think about this a lot. First, we have to build an economy that works for everyone, not just those at the top. That means we need new jobs, good jobs, with rising incomes.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/28.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/29.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/30.wav')]","[31, 32]","['I want us to invest in you.', 'I want us to invest in your future.']",I want us to invest in you. I want us to invest in your future.,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/31.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/32.wav')]",0
964,"[78, 79, 80]","['We cannot let it happen.', ""Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses."", ""That's going to be a job creator like we haven't seen since Ronald Reagan.""]","We cannot let it happen. Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses. That's going to be a job creator like we haven't seen since Ronald Reagan.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/78.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/79.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/80.wav')]",[81],"[""It's going to be a beautiful thing to watch.""]",It's going to be a beautiful thing to watch.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/81.wav')],0
965,"[92, 93, 94]","['We also, though, need to have a tax system that rewards work and not just financial transactions.', 'And the kind of plan that Donald has put forth would be trickle-down economics all over again.', ""In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had.""]","We also, though, need to have a tax system that rewards work and not just financial transactions. And the kind of plan that Donald has put forth would be trickle-down economics all over again. In fact, it would be the most extreme version, the biggest tax cuts for the top percent of the people in this country than we've ever had.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/92.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/93.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/94.wav')]",[95],"[""I call it trumped-up trickle-down, because that's exactly what it would be.""]","I call it trumped-up trickle-down, because that's exactly what it would be.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/95.wav')],0
966,"[298, 299, 300]","[""She's telling us how to fight ISIS."", 'Just go to her website.', 'She tells you how to fight ISIS on her website.']",She's telling us how to fight ISIS. Just go to her website. She tells you how to fight ISIS on her website.,41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/298.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/299.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/300.wav')]",[301],"[""I don't think General Douglas MacArthur would like that too much.""]",I don't think General Douglas MacArthur would like that too much.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/301.wav')],1
967,"[97, 98, 99]","[""We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes."", 'I think we come at it from somewhat different perspectives.', 'I understand that.']","We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes. I think we come at it from somewhat different perspectives. I understand that.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/97.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/98.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/99.wav')]","[100, 101, 102]","[""You know, Donald was very fortunate in his life, and that's all to his benefit."", ""He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there."", ""I don't buy that.""]","You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/100.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/101.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/102.wav')]",2
968,"[36, 37, 38]","['I also want to see more companies do profit-sharing.', 'If you help create the profits, you should be able to share in them, not just the executives at the top.', 'And I want us to do more to support people who are struggling to balance family and work.']","I also want to see more companies do profit-sharing. If you help create the profits, you should be able to share in them, not just the executives at the top. And I want us to do more to support people who are struggling to balance family and work.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/36.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/37.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/38.wav')]",[39],"[""I've heard from so many of you about the difficult choices you face and the stresses that you're under.""]",I've heard from so many of you about the difficult choices you face and the stresses that you're under.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/39.wav')],0
969,"[106, 107, 108]","['He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going.', ""And so what I believe is the more we can do for the middle class, the more we can invest in you, your education, your skills, your future, the better we will be off and the better we'll grow."", ""That's the kind of economy I want us to see again.""]","He printed drapery fabrics on long tables, where he pulled out those fabrics and he went down with a silkscreen and dumped the paint in and took the squeegee and kept going. And so what I believe is the more we can do for the middle class, the more we can invest in you, your education, your skills, your future, the better we will be off and the better we'll grow. That's the kind of economy I want us to see again.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/106.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/107.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/108.wav')]","[113, 114]","[""Well, for one thing—and before we start on that—my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs."", ""Our country's in deep trouble.""]","Well, for one thing—and before we start on that—my father gave me a very small loan in 1975, and I built it into a company that's worth many, many billions of dollars, with some of the greatest assets in the world, and I say that only because that's the kind of thinking that our country needs. Our country's in deep trouble.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/113.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/114.wav')]",0
970,"[114, 115, 116]","[""Our country's in deep trouble."", ""We don't know what we're doing when it comes to devaluations and all of these countries all over the world, especially China."", ""They're the best, the best ever at it.""]","Our country's in deep trouble. We don't know what we're doing when it comes to devaluations and all of these countries all over the world, especially China. They're the best, the best ever at it.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/114.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/115.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/116.wav')]","[117, 118]","[""What they're doing to us is a very, very sad thing."", 'So we have to do that.']","What they're doing to us is a very, very sad thing. So we have to do that.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/117.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/118.wav')]",0
971,"[134, 135, 136]","[""She's been doing this for 30 years."", ""And why hasn't she made the agreements better?"", 'The NAFTA agreement is defective.']",She's been doing this for 30 years. And why hasn't she made the agreements better? The NAFTA agreement is defective.,41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/134.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/135.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/136.wav')]",[138],['They should have been doing this for years.'],They should have been doing this for years.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/138.wav')],2
972,"[27, 28, 29]","[""The central question in this election is really what kind of country we want to be and what kind of future we'll build together."", ""Today is my granddaughter's second birthday, so I think about this a lot."", 'First, we have to build an economy that works for everyone, not just those at the top.']","The central question in this election is really what kind of country we want to be and what kind of future we'll build together. Today is my granddaughter's second birthday, so I think about this a lot. First, we have to build an economy that works for everyone, not just those at the top.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/27.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/28.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/29.wav')]","[30, 31]","['That means we need new jobs, good jobs, with rising incomes.', 'I want us to invest in you.']","That means we need new jobs, good jobs, with rising incomes. I want us to invest in you.","[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/30.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/31.wav')]",0
973,"[29, 30, 31]","['First, we have to build an economy that works for everyone, not just those at the top.', 'That means we need new jobs, good jobs, with rising incomes.', 'I want us to invest in you.']","First, we have to build an economy that works for everyone, not just those at the top. That means we need new jobs, good jobs, with rising incomes. I want us to invest in you.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/29.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/30.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/31.wav')]",[32],['I want us to invest in your future.'],I want us to invest in your future.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/32.wav')],0
974,"[69, 70, 71]","[""And we can't allow it to happen anymore."", 'As far as child care is concerned and so many other things, I think Hillary and I agree on that.', ""We probably disagree a little bit as to numbers and amounts and what we're going to do, but perhaps we'll be talking about that later.""]","And we can't allow it to happen anymore. As far as child care is concerned and so many other things, I think Hillary and I agree on that. We probably disagree a little bit as to numbers and amounts and what we're going to do, but perhaps we'll be talking about that later.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/69.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/70.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/71.wav')]",[72],['But we have to stop our jobs from being stolen from us.'],But we have to stop our jobs from being stolen from us.,[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/72.wav')],0
975,"[75, 77, 78]","['They left—fired 1,400 people.', 'So many hundreds and hundreds of companies are doing this.', 'We cannot let it happen.']","They left—fired 1,400 people. So many hundreds and hundreds of companies are doing this. We cannot let it happen.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/75.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/77.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/78.wav')]",[79],"[""Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses.""]","Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses.",[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/79.wav')],0
976,"[78, 79, 80]","['We cannot let it happen.', ""Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses."", ""That's going to be a job creator like we haven't seen since Ronald Reagan.""]","We cannot let it happen. Under my plan, I'll be reducing taxes tremendously, from 35 percent to 15 percent for companies, small and big businesses. That's going to be a job creator like we haven't seen since Ronald Reagan.",41_2016,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/78.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/79.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/80.wav')]","[81, 82]","[""It's going to be a beautiful thing to watch."", 'Companies will come.']",It's going to be a beautiful thing to watch. Companies will come.,"[PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/81.wav'), PosixPath('/Users/vojislavwestmoreland/Desktop/AI/Master/Year_1/Term_4/LTP/LTP-fallacy-detection/data/data_afc/MMUSED-fallacy/audio_clips/41_2016/82.wav')]",0
